"AnimalID","Date","Julian_date","J_day_new_spr","X_UTM","Y_UTM","NSD"
140600,2014-07-08,189,133,273636.096083079,5169631.44889748,29.5831941312985
140600,2014-07-09,190,134,276388.481144084,5169462.99133642,62.0710495782349
140600,2014-07-10,191,135,276273.440586938,5169047.80124197,63.5160881457424
140600,2014-07-11,192,136,276981.994263618,5168728.90918829,76.4578656157252
140600,2014-07-12,193,137,279488.237655625,5168735.6779067,121.097351222724
140600,2014-07-13,194,138,275990.014770821,5169669.1706859,55.2044656125513
140600,2014-07-14,195,139,280047.878091752,5168531.64460747,134.550544297099
140600,2014-07-15,196,140,278349.170482646,5169228.08156342,95.3291498683068
140600,2014-07-16,197,141,276857.152145034,5167841.20955443,82.8220171273103
140600,2014-07-17,198,142,277702.290513877,5168518.70836808,89.831241531601
140600,2014-07-18,199,143,272493.660246379,5170020.53800033,18.6000222610066
140600,2014-07-19,200,144,273200.318695489,5171895.44885269,16.1600615110365
140600,2014-07-20,201,145,274581.79134964,5172783.74836658,27.730476424628
140600,2014-07-21,202,146,275213.289921926,5171031.06197045,38.3924662222587
140600,2014-07-22,203,147,272961.112615814,5171240.19670142,16.1565570723761
140600,2014-07-23,204,148,273443.097642844,5172036.51637235,17.8296000296516
140600,2014-07-24,205,149,273461.15691552,5172109.27317873,17.8529246041056
140600,2014-07-25,206,150,272307.234984691,5170359.1643041,15.5890829559026
140600,2014-07-26,207,151,272856.584721602,5170297.2481664,19.4982971310185
140600,2014-07-27,208,152,276568.87270893,5173495.15276218,52.883328755074
140600,2014-07-28,209,153,277340.659564007,5172623.16524746,64.4610587418737
140600,2014-07-29,210,154,273725.713896555,5171403.90073696,21.7827641969103
140600,2014-07-30,211,155,272613.17923609,5170141.75728663,18.6805991130326
140600,2014-07-31,212,156,275423.191891085,5169880.54129756,46.6246655956044
140600,2014-08-01,213,157,275399.32450914,5169856.95316794,46.4786402840344
140600,2014-08-02,214,158,274081.13109499,5170872.04918547,26.9576364568823
140600,2014-08-03,215,159,274602.953406111,5170690.04288453,32.9862712854096
140600,2014-08-04,216,160,272736.48655732,5170160.46893884,19.4040970975551
140600,2014-08-05,217,161,273902.487772999,5171623.1301794,22.7474184760571
140600,2014-08-06,218,162,273097.922855162,5171008.05207221,18.0145782086926
140600,2014-08-07,219,163,274558.863795054,5172376.26037906,27.7819860169569
140600,2014-08-08,220,164,272795.980571604,5170112.60411976,20.0826366105814
140600,2014-08-09,221,165,274959.395754235,5171616.90199972,33.5714535922801
140600,2014-08-10,222,166,274341.047264852,5171469.81501468,27.3877150973934
140600,2014-08-11,223,167,273961.599314593,5170953.30969268,25.5039814153078
140600,2014-08-12,224,168,275594.775195883,5171605.41933503,41.1743766832327
140600,2014-08-13,225,169,275608.25173795,5171555.96050957,41.4780680166046
140600,2014-08-14,226,170,273625.00713419,5172188.78359554,19.1118747224667
140600,2014-08-15,227,171,275294.940234019,5172191.8456479,36.2804650104842
140600,2014-08-16,228,172,272467.965625502,5170151.69285334,17.6892248307015
140600,2014-08-17,229,173,273270.378129434,5171111.70982163,18.9585060623099
140600,2014-08-18,230,174,274566.940498973,5172591.81419328,27.6706868418045
140600,2014-08-19,231,175,271736.482047975,5170260.6016524,13.0209373885862
140600,2014-08-20,232,176,274559.065322127,5171359.28114165,29.9623808526371
